Transaction ID,Product Name,Category,Sales Channel,Region,State,Store Type,Quantity Sold,Unit Price,Revenue,Cost Price,Returns,Inventory at Sale,Customer ID,Order Date,Discount %,Footfall,Order Year,Order Month,Order Quarter,Product Size
TID00874,Coca-Cola,Beverages,Online,South,Delhi,Supermarket,24,45,1080,35,2,46,CID390,18-12-2023,18,1838,2023,12,4,750ml
TID00875,Kurkure,Snacks,Offline,West,Uttar Pradesh,Department Store,35,20,700,13,0,51,CID358,15-03-2025,20,342,2025,3,1,90g
TID00876,Dove Soap,Personal Care,Online,West,West Bengal,Online,41,45,1845,35,2,57,CID15,18-10-2024,19,1103,2024,10,4,100g
TID00877,Nestle Yogurt,Dairy,Online,South,Uttar Pradesh,Department Store,43,25,1075,20,0,62,CID105,18-10-2024,17,1470,2024,10,4,100g
TID00878,Tropicana Juice,Beverages,Offline,South,Uttar Pradesh,Department Store,49,110,5390,90,5,60,CID86,26-01-2025,18,1724,2025,1,1,1L
TID00879,Danone Curd,Dairy,Online,East,Maharashtra,Department Store,2,60,120,50,0,7,CID372,08-04-2023,30,1621,2023,4,2,400g
TID00880,Amul Cheese,Dairy,Online,North,Tamil Nadu,Supermarket,17,130,2210,110,1,23,CID16,21-05-2023,24,811,2023,5,2,200g
TID00881,Pantene Shampoo,Personal Care,Online,North,Uttar Pradesh,Department Store,45,120,5400,100,4,67,CID178,12-08-2023,28,246,2023,8,3,180ml
TID00882,Haldiram Bhujia,Snacks,Offline,West,Uttar Pradesh,Supermarket,25,55,1375,45,4,37,CID459,21-10-2023,18,681,2023,10,4,200g
TID00883,Nestle Yogurt,Dairy,Online,South,West Bengal,Online,12,25,300,20,2,34,CID41,23-06-2024,1,1427,2024,6,2,100g
TID00884,Vim Bar,Household,Online,North,Uttar Pradesh,Supermarket,10,25,250,20,0,32,CID367,23-05-2024,7,1337,2024,5,2,300g
TID00885,Amul Cheese,Dairy,Online,North,Tamil Nadu,Online,46,130,5980,110,3,66,CID217,16-03-2025,29,1937,2025,3,1,200g
TID00886,Amul Cheese,Dairy,Online,North,Delhi,Online,38,130,4940,110,1,46,CID316,19-10-2023,14,793,2023,10,4,200g
TID00887,Frooti,Beverages,Offline,West,Tamil Nadu,Convenience Store,39,60,2340,50,2,60,CID89,03-11-2024,7,1298,2024,11,4,1.2L
TID00888,Dettol Surface Cleaner,Household,Offline,South,Delhi,Online,25,120,3000,100,5,48,CID236,20-08-2024,20,1532,2024,8,3,500ml
TID00889,Coca-Cola,Beverages,Offline,West,Uttar Pradesh,Supermarket,47,45,2115,35,4,69,CID31,15-08-2024,0,1149,2024,8,3,750ml
TID00890,Parle G,Snacks,Online,West,Delhi,Supermarket,21,40,840,30,1,38,CID213,07-01-2025,5,1741,2025,1,1,300g
TID00891,Parle G,Snacks,Online,South,Tamil Nadu,Convenience Store,18,40,720,30,5,25,CID17,17-01-2024,5,1813,2024,1,1,300g
TID00892,Dettol Surface Cleaner,Household,Online,West,Tamil Nadu,Department Store,18,120,2160,100,0,41,CID230,14-05-2024,11,1152,2024,5,2,500ml
TID00893,Lifebuoy,Personal Care,Online,North,Maharashtra,Online,14,35,490,25,1,21,CID154,22-10-2024,22,942,2024,10,4,100g
TID00894,Kurkure,Snacks,Offline,East,Maharashtra,Supermarket,37,20,740,13,1,44,CID394,21-01-2025,10,1593,2025,1,1,90g
TID00895,Nivea Cream,Personal Care,Offline,North,Tamil Nadu,Online,30,249,7470,220,3,35,CID476,07-07-2024,3,1809,2024,7,3,200ml
TID00896,Nivea Cream,Personal Care,Online,West,West Bengal,Department Store,19,249,4731,220,5,33,CID103,28-03-2025,26,132,2025,3,1,200ml
TID00897,Surf Excel,Household,Offline,West,West Bengal,Supermarket,33,250,8250,220,2,44,CID372,11-02-2025,10,1390,2025,2,1,1kg
TID00898,Harpic,Household,Offline,West,Maharashtra,Department Store,45,95,4275,80,4,52,CID410,19-04-2024,12,382,2024,4,2,500ml
TID00899,Surf Excel,Household,Online,North,Uttar Pradesh,Convenience Store,41,250,10250,220,5,64,CID134,13-04-2023,7,1697,2023,4,2,1kg
TID00900,Colgate Toothpaste,Personal Care,Online,East,Delhi,Supermarket,17,110,1870,95,1,27,CID157,01-12-2024,28,1138,2024,12,4,150g
TID00901,Lifebuoy,Personal Care,Online,East,Maharashtra,Online,6,35,210,25,2,18,CID266,12-06-2023,27,1408,2023,6,2,100g
TID00902,Tropicana Juice,Beverages,Offline,South,Maharashtra,Department Store,48,110,5280,90,1,62,CID73,09-06-2024,29,816,2024,6,2,1L
TID00903,Lizol,Household,Offline,South,West Bengal,Supermarket,21,190,3990,160,2,31,CID117,18-03-2025,8,697,2025,3,1,975ml
TID00904,Bisleri Water,Beverages,Offline,East,West Bengal,Online,8,20,160,15,5,25,CID230,13-12-2023,29,1454,2023,12,4,1L
TID00905,Dove Soap,Personal Care,Online,West,Uttar Pradesh,Supermarket,45,45,2025,35,3,60,CID127,02-06-2024,29,1419,2024,6,2,100g
TID00906,Vim Bar,Household,Online,East,Tamil Nadu,Supermarket,27,25,675,20,2,44,CID275,26-01-2025,21,413,2025,1,1,300g
TID00907,Pantene Shampoo,Personal Care,Online,East,Maharashtra,Convenience Store,41,120,4920,100,0,59,CID260,23-09-2023,29,661,2023,9,3,180ml
TID00908,Colgate Toothpaste,Personal Care,Offline,East,West Bengal,Department Store,9,110,990,95,2,20,CID96,09-03-2025,22,573,2025,3,1,150g
TID00909,Haldiram Bhujia,Snacks,Offline,South,Maharashtra,Supermarket,13,55,715,45,1,24,CID482,08-07-2023,24,1944,2023,7,3,200g
TID00910,Parle G,Snacks,Offline,East,West Bengal,Convenience Store,3,40,120,30,5,13,CID102,05-08-2023,11,982,2023,8,3,300g
TID00911,Danone Curd,Dairy,Offline,South,Delhi,Supermarket,5,60,300,50,3,19,CID437,13-06-2023,9,1476,2023,6,2,400g
TID00912,Coca-Cola,Beverages,Offline,East,Maharashtra,Supermarket,13,45,585,35,5,29,CID250,30-03-2024,9,757,2024,3,1,750ml
TID00913,Lifebuoy,Personal Care,Online,South,West Bengal,Supermarket,12,35,420,25,5,30,CID168,02-04-2023,10,201,2023,4,2,100g
TID00914,Lifebuoy,Personal Care,Offline,South,West Bengal,Supermarket,5,35,175,25,3,29,CID289,22-11-2023,8,893,2023,11,4,100g
TID00915,Parle G,Snacks,Online,East,Maharashtra,Online,10,40,400,30,1,27,CID294,06-09-2023,3,1685,2023,9,3,300g
TID00916,Bingo,Snacks,Online,South,Tamil Nadu,Convenience Store,29,18,522,12,3,41,CID335,09-10-2024,5,367,2024,10,4,85g
TID00917,Haldiram Bhujia,Snacks,Offline,East,Maharashtra,Supermarket,22,55,1210,45,1,33,CID261,16-08-2023,9,1599,2023,8,3,200g
TID00918,Frooti,Beverages,Offline,East,Delhi,Convenience Store,41,60,2460,50,0,58,CID230,12-12-2024,10,730,2024,12,4,1.2L
TID00919,Vim Bar,Household,Online,East,Maharashtra,Online,16,25,400,20,4,24,CID178,12-06-2024,25,985,2024,6,2,300g
TID00920,Danone Curd,Dairy,Offline,South,Uttar Pradesh,Supermarket,17,60,1020,50,5,38,CID283,30-05-2023,18,1117,2023,5,2,400g
TID00921,Tropicana Juice,Beverages,Offline,East,Tamil Nadu,Convenience Store,33,110,3630,90,5,46,CID195,26-10-2024,21,363,2024,10,4,1L
TID00922,Red Bull,Beverages,Offline,East,Tamil Nadu,Department Store,44,125,5500,105,2,51,CID230,19-04-2023,13,616,2023,4,2,250ml
TID00923,Bisleri Water,Beverages,Offline,West,West Bengal,Convenience Store,25,20,500,15,0,31,CID174,15-01-2025,21,136,2025,1,1,1L
TID00924,Lays Chips,Snacks,Offline,North,Tamil Nadu,Department Store,22,20,440,14,2,28,CID45,22-06-2024,12,1629,2024,6,2,52g
TID00925,Frooti,Beverages,Offline,East,Uttar Pradesh,Department Store,22,60,1320,50,1,30,CID87,14-09-2024,19,679,2024,9,3,1.2L
TID00926,Dove Soap,Personal Care,Online,East,Maharashtra,Department Store,12,45,540,35,2,19,CID199,01-02-2025,6,1802,2025,2,1,100g
TID00927,Danone Curd,Dairy,Online,North,West Bengal,Online,39,60,2340,50,1,45,CID374,30-08-2023,19,1151,2023,8,3,400g
TID00928,Bisleri Water,Beverages,Offline,East,Tamil Nadu,Convenience Store,3,20,60,15,1,23,CID434,17-12-2023,7,61,2023,12,4,1L
TID00929,Nestle Yogurt,Dairy,Online,North,Uttar Pradesh,Department Store,6,25,150,20,5,14,CID442,16-01-2024,20,1584,2024,1,1,100g
TID00930,Lays Chips,Snacks,Online,South,Uttar Pradesh,Online,1,20,20,14,4,7,CID103,11-05-2023,24,1143,2023,5,2,52g
TID00931,Pantene Shampoo,Personal Care,Online,South,Uttar Pradesh,Online,6,120,720,100,3,14,CID321,01-12-2023,27,226,2023,12,4,180ml
TID00932,Amul Cheese,Dairy,Offline,South,Tamil Nadu,Department Store,6,130,780,110,5,17,CID61,18-07-2024,30,1484,2024,7,3,200g
TID00933,Haldiram Bhujia,Snacks,Online,South,Tamil Nadu,Supermarket,3,55,165,45,1,26,CID124,03-04-2024,7,726,2024,4,2,200g
TID00934,Bingo,Snacks,Offline,East,Tamil Nadu,Department Store,14,18,252,12,1,25,CID290,29-06-2023,30,1987,2023,6,2,85g
TID00935,Bisleri Water,Beverages,Offline,West,West Bengal,Online,38,20,760,15,3,49,CID257,12-01-2025,3,1449,2025,1,1,1L
TID00936,Bisleri Water,Beverages,Online,South,Delhi,Online,28,20,560,15,3,39,CID386,06-04-2023,24,893,2023,4,2,1L
TID00937,Danone Curd,Dairy,Offline,South,Delhi,Supermarket,30,60,1800,50,4,54,CID207,26-01-2025,20,210,2025,1,1,400g
TID00938,Amul Cheese,Dairy,Online,East,Maharashtra,Supermarket,45,130,5850,110,2,63,CID265,18-03-2025,9,1468,2025,3,1,200g
TID00939,Frooti,Beverages,Online,West,Delhi,Department Store,18,60,1080,50,0,25,CID124,10-01-2025,1,1150,2025,1,1,1.2L
TID00940,Surf Excel,Household,Offline,East,West Bengal,Supermarket,49,250,12250,220,3,69,CID32,28-07-2023,14,1624,2023,7,3,1kg
TID00941,Bisleri Water,Beverages,Offline,South,Uttar Pradesh,Convenience Store,35,20,700,15,1,59,CID94,27-09-2024,4,553,2024,9,3,1L
TID00942,Bingo,Snacks,Offline,East,West Bengal,Online,2,18,36,12,1,21,CID303,27-01-2024,21,884,2024,1,1,85g
TID00943,Coca-Cola,Beverages,Offline,West,Tamil Nadu,Online,11,45,495,35,0,18,CID183,21-12-2023,0,1234,2023,12,4,750ml
TID00944,Lifebuoy,Personal Care,Online,North,Uttar Pradesh,Supermarket,10,35,350,25,4,27,CID220,02-08-2023,20,1584,2023,8,3,100g
TID00945,Parle G,Snacks,Online,East,Delhi,Supermarket,8,40,320,30,3,28,CID214,25-03-2024,17,1304,2024,3,1,300g
TID00946,Tropicana Juice,Beverages,Online,South,Tamil Nadu,Supermarket,32,110,3520,90,1,46,CID278,13-08-2024,17,529,2024,8,3,1L
TID00947,Colgate Toothpaste,Personal Care,Offline,East,Uttar Pradesh,Convenience Store,38,110,4180,95,3,44,CID319,31-03-2024,28,534,2024,3,1,150g
TID00948,Tropicana Juice,Beverages,Online,South,Uttar Pradesh,Online,25,110,2750,90,1,34,CID210,05-05-2024,3,945,2024,5,2,1L
TID00949,Kurkure,Snacks,Offline,East,Uttar Pradesh,Department Store,28,20,560,13,0,43,CID77,10-01-2024,9,553,2024,1,1,90g
TID00950,Coca-Cola,Beverages,Online,South,Uttar Pradesh,Supermarket,5,45,225,35,5,29,CID259,08-08-2024,22,183,2024,8,3,750ml
TID00951,Coca-Cola,Beverages,Offline,West,Uttar Pradesh,Convenience Store,6,45,270,35,0,25,CID182,26-01-2024,11,1735,2024,1,1,750ml
TID00952,Vim Bar,Household,Online,North,Maharashtra,Department Store,10,25,250,20,2,19,CID272,09-05-2024,3,1281,2024,5,2,300g
TID00953,Bisleri Water,Beverages,Online,East,Delhi,Online,20,20,400,15,3,33,CID31,22-12-2023,8,1920,2023,12,4,1L
TID00954,Tropicana Juice,Beverages,Offline,West,Uttar Pradesh,Convenience Store,3,110,330,90,1,10,CID173,04-10-2023,16,1855,2023,10,4,1L
TID00955,Pantene Shampoo,Personal Care,Online,North,Maharashtra,Convenience Store,40,120,4800,100,5,63,CID203,08-04-2023,9,529,2023,4,2,180ml
TID00956,Mother Dairy Milk,Dairy,Online,South,Uttar Pradesh,Online,29,60,1740,52,4,34,CID138,20-05-2023,15,1215,2023,5,2,1L
TID00957,Lays Chips,Snacks,Online,West,Delhi,Online,22,20,440,14,1,38,CID454,29-05-2023,14,674,2023,5,2,52g
TID00958,Colgate Toothpaste,Personal Care,Offline,South,Uttar Pradesh,Online,38,110,4180,95,4,53,CID324,21-01-2025,8,161,2025,1,1,150g
TID00959,Lifebuoy,Personal Care,Offline,East,Uttar Pradesh,Convenience Store,14,35,490,25,2,33,CID388,17-11-2023,24,1358,2023,11,4,100g
TID00960,Pantene Shampoo,Personal Care,Offline,East,West Bengal,Department Store,43,120,5160,100,1,54,CID315,15-01-2024,23,1505,2024,1,1,180ml
TID00961,Parle G,Snacks,Online,South,West Bengal,Convenience Store,45,40,1800,30,3,53,CID182,18-07-2024,23,153,2024,7,3,300g
TID00962,Red Bull,Beverages,Online,West,Tamil Nadu,Department Store,5,125,625,105,4,21,CID67,20-01-2024,10,1647,2024,1,1,250ml
TID00963,Amul Cheese,Dairy,Online,South,Tamil Nadu,Convenience Store,8,130,1040,110,3,27,CID490,20-08-2023,19,88,2023,8,3,200g
TID00964,Kurkure,Snacks,Online,North,Maharashtra,Online,40,20,800,13,5,53,CID472,16-11-2024,24,1192,2024,11,4,90g
TID00965,Harpic,Household,Online,East,Tamil Nadu,Department Store,1,95,95,80,3,7,CID70,17-02-2025,28,1806,2025,2,1,500ml
TID00966,Amul Butter,Dairy,Offline,North,West Bengal,Supermarket,15,275,4125,250,5,32,CID310,01-06-2023,15,1683,2023,6,2,500g
TID00967,Amul Cheese,Dairy,Offline,South,West Bengal,Online,5,130,650,110,2,22,CID33,14-03-2025,27,1152,2025,3,1,200g
TID00968,Bisleri Water,Beverages,Offline,South,West Bengal,Online,23,20,460,15,2,33,CID436,05-09-2024,10,903,2024,9,3,1L
TID00969,Lifebuoy,Personal Care,Offline,East,Uttar Pradesh,Convenience Store,3,35,105,25,3,8,CID52,01-05-2023,27,644,2023,5,2,100g
TID00970,Kurkure,Snacks,Offline,South,Delhi,Supermarket,34,20,680,13,1,44,CID154,16-06-2024,18,1333,2024,6,2,90g
TID00971,Parle G,Snacks,Offline,North,Tamil Nadu,Supermarket,5,40,200,30,3,18,CID406,27-05-2024,23,621,2024,5,2,300g
TID00972,Nestle Yogurt,Dairy,Offline,North,Delhi,Supermarket,45,25,1125,20,3,53,CID379,02-11-2024,14,1456,2024,11,4,100g
TID00973,Nivea Cream,Personal Care,Online,East,Uttar Pradesh,Supermarket,24,249,5976,220,4,31,CID349,22-10-2024,29,418,2024,10,4,200ml
TID00974,Lifebuoy,Personal Care,Offline,South,Uttar Pradesh,Online,42,35,1470,25,4,65,CID180,19-10-2023,27,1635,2023,10,4,100g
TID00975,Mother Dairy Milk,Dairy,Offline,West,Delhi,Convenience Store,47,60,2820,52,4,64,CID189,13-08-2023,8,1466,2023,8,3,1L
TID00976,Harpic,Household,Offline,East,West Bengal,Convenience Store,39,95,3705,80,3,55,CID368,28-06-2024,10,761,2024,6,2,500ml
TID00977,Vim Bar,Household,Offline,East,West Bengal,Supermarket,13,25,325,20,1,31,CID400,11-09-2023,0,1902,2023,9,3,300g
TID00978,Dettol Surface Cleaner,Household,Online,North,West Bengal,Online,7,120,840,100,0,19,CID202,15-07-2023,26,1790,2023,7,3,500ml
TID00979,Amul Cheese,Dairy,Online,East,Maharashtra,Convenience Store,36,130,4680,110,0,55,CID299,22-09-2023,3,368,2023,9,3,200g
TID00980,Amul Butter,Dairy,Online,South,Maharashtra,Convenience Store,44,275,12100,250,3,61,CID308,27-12-2024,16,1759,2024,12,4,500g
TID00981,Danone Curd,Dairy,Offline,North,Uttar Pradesh,Department Store,8,60,480,50,5,24,CID397,18-05-2023,0,284,2023,5,2,400g
TID00982,Frooti,Beverages,Offline,East,Maharashtra,Convenience Store,45,60,2700,50,2,62,CID173,20-08-2024,10,1887,2024,8,3,1.2L
TID00983,Amul Cheese,Dairy,Online,South,West Bengal,Department Store,50,130,6500,110,3,64,CID370,29-03-2024,24,424,2024,3,1,200g
TID00984,Frooti,Beverages,Online,North,West Bengal,Online,15,60,900,50,4,30,CID123,14-12-2024,13,1040,2024,12,4,1.2L
TID00985,Tropicana Juice,Beverages,Online,South,Maharashtra,Online,29,110,3190,90,1,52,CID107,01-10-2023,18,220,2023,10,4,1L
TID00986,Amul Cheese,Dairy,Offline,East,West Bengal,Convenience Store,27,130,3510,110,2,36,CID110,16-01-2024,27,600,2024,1,1,200g
TID00987,Dove Soap,Personal Care,Online,North,West Bengal,Supermarket,22,45,990,35,5,43,CID355,22-12-2024,1,599,2024,12,4,100g
TID00988,Frooti,Beverages,Online,South,Maharashtra,Department Store,49,60,2940,50,0,59,CID381,02-07-2023,29,1517,2023,7,3,1.2L
TID00989,Vim Bar,Household,Offline,West,Maharashtra,Online,5,25,125,20,1,23,CID470,25-01-2024,16,1047,2024,1,1,300g
TID00990,Nivea Cream,Personal Care,Offline,West,Tamil Nadu,Supermarket,29,249,7221,220,2,53,CID493,18-09-2024,28,648,2024,9,3,200ml
TID00991,Parle G,Snacks,Offline,West,West Bengal,Convenience Store,45,40,1800,30,1,57,CID19,13-02-2025,13,1463,2025,2,1,300g
TID00992,Dove Soap,Personal Care,Offline,South,Uttar Pradesh,Online,1,45,45,35,2,15,CID496,25-12-2024,15,486,2024,12,4,100g
TID00993,Tropicana Juice,Beverages,Offline,East,Delhi,Supermarket,9,110,990,90,0,32,CID430,25-03-2024,12,1752,2024,3,1,1L
TID00994,Surf Excel,Household,Offline,East,Maharashtra,Supermarket,50,250,12500,220,1,60,CID78,29-03-2025,25,333,2025,3,1,1kg
TID00995,Dettol Surface Cleaner,Household,Offline,South,Delhi,Supermarket,34,120,4080,100,1,43,CID66,27-12-2024,30,768,2024,12,4,500ml
TID00996,Tropicana Juice,Beverages,Online,West,Uttar Pradesh,Online,48,110,5280,90,5,68,CID14,05-05-2023,30,992,2023,5,2,1L
TID00997,Bisleri Water,Beverages,Offline,North,Delhi,Department Store,17,20,340,15,4,28,CID273,08-10-2024,6,1073,2024,10,4,1L
TID00998,Colgate Toothpaste,Personal Care,Offline,West,Uttar Pradesh,Department Store,26,110,2860,95,5,41,CID19,10-02-2024,6,1297,2024,2,1,150g
TID00999,Red Bull,Beverages,Offline,East,Maharashtra,Department Store,49,125,6125,105,1,62,CID288,07-02-2024,4,75,2024,2,1,250ml
TID01000,Mother Dairy Milk,Dairy,Offline,East,Maharashtra,Online,31,60,1860,52,2,40,CID152,15-07-2024,30,1544,2024,7,3,1L
TID01001,Nestle Yogurt,Dairy,Offline,South,Tamil Nadu,Department Store,50,25,1250,20,3,70,CID242,06-04-2023,24,994,2023,4,2,100g
TID01002,Harpic,Household,Offline,East,Maharashtra,Department Store,33,95,3135,80,1,43,CID36,04-10-2024,17,1476,2024,10,4,500ml
TID01003,Colgate Toothpaste,Personal Care,Online,North,Maharashtra,Supermarket,35,110,3850,95,5,47,CID100,01-05-2023,25,503,2023,5,2,150g
TID01004,Nivea Cream,Personal Care,Offline,West,Uttar Pradesh,Supermarket,18,249,4482,220,5,37,CID202,21-02-2024,8,1192,2024,2,1,200ml
TID01005,Amul Cheese,Dairy,Offline,East,Tamil Nadu,Department Store,38,130,4940,110,1,57,CID349,23-02-2025,10,276,2025,2,1,200g
TID01006,Vim Bar,Household,Offline,West,Maharashtra,Supermarket,11,25,275,20,4,25,CID487,29-05-2024,29,1139,2024,5,2,300g
TID01007,Pantene Shampoo,Personal Care,Offline,South,Delhi,Supermarket,19,120,2280,100,0,38,CID145,03-07-2024,19,1929,2024,7,3,180ml
TID01008,Nivea Cream,Personal Care,Offline,East,Tamil Nadu,Supermarket,8,249,1992,220,3,21,CID82,06-06-2023,14,202,2023,6,2,200ml
TID01009,Parle G,Snacks,Online,North,Maharashtra,Supermarket,1,40,40,30,4,15,CID118,31-07-2023,2,86,2023,7,3,300g
TID01010,Harpic,Household,Online,West,Uttar Pradesh,Supermarket,34,95,3230,80,2,48,CID417,18-09-2023,1,1520,2023,9,3,500ml
TID01011,Parle G,Snacks,Offline,South,Tamil Nadu,Department Store,31,40,1240,30,5,42,CID328,22-07-2024,25,1460,2024,7,3,300g
TID01012,Kurkure,Snacks,Offline,West,Delhi,Supermarket,47,20,940,13,1,66,CID23,13-09-2024,6,848,2024,9,3,90g
TID01013,Amul Butter,Dairy,Online,West,Tamil Nadu,Convenience Store,44,275,12100,250,4,50,CID33,19-10-2023,29,253,2023,10,4,500g
TID01014,Vim Bar,Household,Online,West,Delhi,Department Store,40,25,1000,20,1,51,CID495,05-08-2023,20,528,2023,8,3,300g
TID01015,Surf Excel,Household,Offline,West,Uttar Pradesh,Convenience Store,33,250,8250,220,4,45,CID380,28-10-2024,13,91,2024,10,4,1kg
TID01016,Tropicana Juice,Beverages,Online,East,Maharashtra,Online,45,110,4950,90,2,68,CID471,19-04-2024,7,929,2024,4,2,1L
TID01017,Bisleri Water,Beverages,Offline,West,Delhi,Supermarket,42,20,840,15,5,58,CID216,19-03-2025,19,1121,2025,3,1,1L
TID01018,Bisleri Water,Beverages,Online,North,Uttar Pradesh,Department Store,24,20,480,15,5,30,CID262,18-10-2023,15,629,2023,10,4,1L
TID01019,Dettol Surface Cleaner,Household,Online,South,Tamil Nadu,Convenience Store,36,120,4320,100,5,41,CID6,30-10-2023,24,1646,2023,10,4,500ml
TID01020,Lifebuoy,Personal Care,Offline,South,Tamil Nadu,Supermarket,33,35,1155,25,3,48,CID314,27-04-2023,21,864,2023,4,2,100g
TID01021,Danone Curd,Dairy,Online,West,Tamil Nadu,Department Store,2,60,120,50,4,20,CID12,31-12-2024,1,1644,2024,12,4,400g
TID01022,Dettol Surface Cleaner,Household,Offline,South,Uttar Pradesh,Convenience Store,31,120,3720,100,3,42,CID226,12-08-2024,29,402,2024,8,3,500ml
TID01023,Harpic,Household,Offline,North,Maharashtra,Convenience Store,30,95,2850,80,4,49,CID57,24-08-2023,12,471,2023,8,3,500ml
TID01024,Bingo,Snacks,Online,West,Tamil Nadu,Online,17,18,306,12,1,34,CID341,02-10-2024,11,762,2024,10,4,85g
TID01025,Kurkure,Snacks,Offline,East,Maharashtra,Supermarket,12,20,240,13,2,26,CID457,26-10-2023,28,1087,2023,10,4,90g
TID01026,Bisleri Water,Beverages,Offline,West,Tamil Nadu,Department Store,21,20,420,15,1,32,CID71,28-12-2024,29,1935,2024,12,4,1L
TID01027,Dettol Surface Cleaner,Household,Online,West,Tamil Nadu,Online,26,120,3120,100,2,50,CID380,25-04-2024,28,1417,2024,4,2,500ml
TID01028,Lays Chips,Snacks,Online,North,Uttar Pradesh,Convenience Store,50,20,1000,14,0,65,CID5,29-04-2023,29,881,2023,4,2,52g
TID01029,Lays Chips,Snacks,Online,South,West Bengal,Department Store,44,20,880,14,2,68,CID339,25-07-2023,12,996,2023,7,3,52g
TID01030,Danone Curd,Dairy,Offline,North,Delhi,Department Store,42,60,2520,50,2,51,CID286,08-04-2023,30,1540,2023,4,2,400g
TID01031,Nestle Yogurt,Dairy,Online,South,Maharashtra,Online,33,25,825,20,3,40,CID68,24-07-2024,23,1722,2024,7,3,100g
TID01032,Tropicana Juice,Beverages,Online,South,Uttar Pradesh,Supermarket,46,110,5060,90,5,53,CID77,10-11-2024,1,115,2024,11,4,1L
TID01033,Surf Excel,Household,Online,East,Uttar Pradesh,Department Store,35,250,8750,220,2,44,CID481,10-10-2024,23,1761,2024,10,4,1kg
TID01034,Haldiram Bhujia,Snacks,Offline,West,Delhi,Department Store,9,55,495,45,0,24,CID192,01-11-2023,8,782,2023,11,4,200g
TID01035,Red Bull,Beverages,Offline,South,West Bengal,Convenience Store,30,125,3750,105,3,44,CID114,16-06-2024,30,1691,2024,6,2,250ml
TID01036,Kurkure,Snacks,Online,East,Delhi,Department Store,42,20,840,13,4,66,CID372,15-05-2024,20,1921,2024,5,2,90g
TID01037,Colgate Toothpaste,Personal Care,Online,West,Uttar Pradesh,Convenience Store,40,110,4400,95,0,58,CID376,25-03-2025,30,951,2025,3,1,150g
TID01038,Colgate Toothpaste,Personal Care,Online,North,Delhi,Online,24,110,2640,95,4,47,CID335,23-07-2024,25,1475,2024,7,3,150g
TID01039,Danone Curd,Dairy,Online,North,Tamil Nadu,Convenience Store,41,60,2460,50,5,50,CID295,07-11-2023,17,358,2023,11,4,400g
TID01040,Dove Soap,Personal Care,Online,West,Tamil Nadu,Supermarket,17,45,765,35,5,38,CID129,25-04-2024,24,172,2024,4,2,100g
TID01041,Amul Butter,Dairy,Online,North,Uttar Pradesh,Online,42,275,11550,250,3,50,CID389,19-06-2024,22,1571,2024,6,2,500g
TID01042,Lizol,Household,Offline,South,Tamil Nadu,Department Store,46,190,8740,160,4,68,CID90,22-01-2025,15,1592,2025,1,1,975ml
TID01043,Bisleri Water,Beverages,Offline,South,Delhi,Online,34,20,680,15,1,58,CID201,13-02-2024,1,602,2024,2,1,1L
TID01044,Lays Chips,Snacks,Offline,North,Uttar Pradesh,Department Store,38,20,760,14,3,44,CID380,24-05-2024,24,1174,2024,5,2,52g
TID01045,Harpic,Household,Online,North,Tamil Nadu,Department Store,30,95,2850,80,4,50,CID87,10-12-2024,13,1256,2024,12,4,500ml
TID01046,Mother Dairy Milk,Dairy,Offline,West,Uttar Pradesh,Department Store,11,60,660,52,1,27,CID215,05-02-2025,14,382,2025,2,1,1L
TID01047,Pantene Shampoo,Personal Care,Offline,East,Tamil Nadu,Department Store,35,120,4200,100,0,41,CID221,29-09-2024,24,104,2024,9,3,180ml
TID01048,Vim Bar,Household,Online,North,Maharashtra,Convenience Store,11,25,275,20,5,28,CID260,03-05-2023,27,1516,2023,5,2,300g
TID01049,Frooti,Beverages,Offline,South,West Bengal,Supermarket,7,60,420,50,5,29,CID38,27-08-2024,14,1299,2024,8,3,1.2L
TID01050,Haldiram Bhujia,Snacks,Offline,West,Tamil Nadu,Convenience Store,16,55,880,45,0,30,CID207,09-03-2025,4,409,2025,3,1,200g
TID01051,Coca-Cola,Beverages,Online,West,Delhi,Department Store,36,45,1620,35,5,54,CID493,27-08-2024,13,1700,2024,8,3,750ml
TID01052,Danone Curd,Dairy,Online,East,Tamil Nadu,Department Store,17,60,1020,50,0,22,CID421,20-07-2023,14,162,2023,7,3,400g
TID01053,Amul Cheese,Dairy,Offline,East,Maharashtra,Supermarket,11,130,1430,110,4,22,CID236,23-03-2024,11,1609,2024,3,1,200g
TID01054,Frooti,Beverages,Offline,North,West Bengal,Online,20,60,1200,50,2,33,CID52,23-12-2023,30,580,2023,12,4,1.2L
TID01055,Pantene Shampoo,Personal Care,Offline,South,West Bengal,Department Store,5,120,600,100,0,28,CID1,10-12-2023,17,1969,2023,12,4,180ml
TID01056,Surf Excel,Household,Online,West,Delhi,Online,50,250,12500,220,4,63,CID8,27-06-2023,0,774,2023,6,2,1kg
TID01057,Frooti,Beverages,Offline,East,Delhi,Online,22,60,1320,50,1,29,CID4,13-12-2023,13,1777,2023,12,4,1.2L
TID01058,Dettol Surface Cleaner,Household,Offline,North,Tamil Nadu,Convenience Store,2,120,240,100,3,7,CID199,15-11-2023,28,1186,2023,11,4,500ml
TID01059,Bisleri Water,Beverages,Online,North,Delhi,Department Store,10,20,200,15,5,34,CID272,18-10-2023,23,995,2023,10,4,1L
